Entity,Code,Year,Fossil fuels (TWh)
Europe (EI),,1996,19844.03
Europe (EI),,1997,19621.156
Europe (EI),,1998,19684.898
Europe (EI),,1999,19463.824
Europe (EI),,2000,19496.05
Europe (EI),,2001,19654.402
Europe (EI),,2002,19671.445
Europe (EI),,2003,20139.805
Europe (EI),,2004,20315.113
Europe (EI),,2005,20419.031
Europe (EI),,2006,20590.707
Europe (EI),,2007,20425.764
Europe (EI),,2008,20132.93
Europe (EI),,2009,18669.373
Europe (EI),,2010,19260.955
Europe (EI),,2011,18759.035
Europe (EI),,2012,18433.16
Europe (EI),,2013,18038.809
Europe (EI),,2014,17125.441
Europe (EI),,2015,17212.867
Europe (EI),,2016,17509.055
Europe (EI),,2017,17875.941
Europe (EI),,2018,17613.031
Europe (EI),,2019,17138.346
Europe (EI),,2020,15500.812
Europe (EI),,2021,16383.425
Europe (EI),,2022,15759.609
Europe (EI),,2023,14823.491
Europe (EI),,2024,14819.142
European Union (27),,1965,8806.526
European Union (27),,1966,9066.122
European Union (27),,1967,9424.991
European Union (27),,1968,10123.098
European Union (27),,1969,11017.2295
European Union (27),,1970,11816.082
European Union (27),,1971,12197.484
European Union (27),,1972,12825.399
European Union (27),,1973,13591.214
European Union (27),,1974,13370.392
European Union (27),,1975,13205.244
European Union (27),,1976,14149.779
European Union (27),,1977,14104.339
European Union (27),,1978,14674.02
European Union (27),,1979,15161.968
European Union (27),,1980,14846.893
European Union (27),,1981,14150.567
European Union (27),,1982,13727.071
European Union (27),,1983,13616.987
European Union (27),,1984,13778.296
European Union (27),,1985,14284.189
European Union (27),,1986,14411.592
European Union (27),,1987,14621.171
European Union (27),,1988,14575.552
European Union (27),,1989,14693.72
European Union (27),,1990,14772.086
European Union (27),,1991,14523.217
European Union (27),,1992,14181.54
European Union (27),,1993,13961.447
European Union (27),,1994,13881.348
European Union (27),,1995,14273.547
European Union (27),,1996,14711.087
European Union (27),,1997,14533.849
European Union (27),,1998,14621.633
European Union (27),,1999,14453.715
European Union (27),,2000,14353.077
European Union (27),,2001,14544.016
European Union (27),,2002,14567.795
European Union (27),,2003,14892.721
European Union (27),,2004,14997.482
European Union (27),,2005,15039.7295
European Union (27),,2006,15104.247
European Union (27),,2007,14902.549
European Union (27),,2008,14674.264
European Union (27),,2009,13616.357
European Union (27),,2010,14034.502
European Union (27),,2011,13574.065
European Union (27),,2012,13216.727
European Union (27),,2013,12926.968
European Union (27),,2014,12281.676
European Union (27),,2015,12516.554
European Union (27),,2016,12713.838
European Union (27),,2017,13060.77
European Union (27),,2018,12823.159
European Union (27),,2019,12484.005
European Union (27),,2020,11171.797
European Union (27),,2021,11861.982
European Union (27),,2022,11509.797
European Union (27),,2023,10678.452
European Union (27),,2024,10611.375
Finland,FIN,1965,87.7453
Finland,FIN,1966,100.669205
Finland,FIN,1967,103.864494
Finland,FIN,1968,119.01533
Finland,FIN,1969,139.06026
Finland,FIN,1970,153.54544
Finland,FIN,1971,154.99835
Finland,FIN,1972,166.0177
Finland,FIN,1973,185.4942
Finland,FIN,1974,170.3766
Finland,FIN,1975,175.14915
Finland,FIN,1976,196.00223
Finland,FIN,1977,193.42358
Finland,FIN,1978,207.74915
Finland,FIN,1979,214.7053
Finland,FIN,1980,214.66275
Finland,FIN,1981,185.53082
Finland,FIN,1982,177.9198
Finland,FIN,1983,171.27689
Finland,FIN,1984,180.00435
Finland,FIN,1985,195.56491
Finland,FIN,1986,198.63234
Finland,FIN,1987,208.14691
Finland,FIN,1988,207.69693
Finland,FIN,1989,211.28986
Finland,FIN,1990,220.15294
Finland,FIN,1991,220.41238
Finland,FIN,1992,214.54428
Finland,FIN,1993,217.08345
Finland,FIN,1994,238.39243
Finland,FIN,1995,218.86575
Finland,FIN,1996,238.31113
Finland,FIN,1997,231.65076
Finland,FIN,1998,227.86588
Finland,FIN,1999,227.32434
Finland,FIN,2000,224.163
Finland,FIN,2001,237.28491
Finland,FIN,2002,245.97481
Finland,FIN,2003,273.59238
Finland,FIN,2004,253.2829
Finland,FIN,2005,223.27708
Finland,FIN,2006,253.28436
Finland,FIN,2007,246.21289
Finland,FIN,2008,223.68834
Finland,FIN,2009,212.70074
Finland,FIN,2010,237.39333
Finland,FIN,2011,214.82588
Finland,FIN,2012,194.50395
Finland,FIN,2013,202.24971
Finland,FIN,2014,186.62822
Finland,FIN,2015,175.87355
Finland,FIN,2016,185.29663
Finland,FIN,2017,175.71263
Finland,FIN,2018,180.04239
Finland,FIN,2019,170.72147
Finland,FIN,2020,150.22484
Finland,FIN,2021,146.35484
Finland,FIN,2022,142.40132
Finland,FIN,2023,125.729065
Finland,FIN,2024,120.25961
France,FRA,1965,1206.0002
France,FRA,1966,1217.0702
France,FRA,1967,1319.8799
France,FRA,1968,1377.7461
France,FRA,1969,1521.4941
France,FRA,1970,1643.4277
France,FRA,1971,1720.0192
France,FRA,1972,1827.3511
France,FRA,1973,2003.8241
France,FRA,1974,1938.3339
France,FRA,1975,1800.0845
France,FRA,1976,1961.6698
France,FRA,1977,1916.6409
France,FRA,1978,1985.2029
France,FRA,1979,2028.1571
France,FRA,1980,1943.2689
France,FRA,1981,1776.0688
France,FRA,1982,1687.8794
France,FRA,1983,1640.2384
France,FRA,1984,1596.5205
France,FRA,1985,1591.1993
France,FRA,1986,1560.926
France,FRA,1987,1560.5654
France,FRA,1988,1547.7413
France,FRA,1989,1587.0985
France,FRA,1990,1593.2252
France,FRA,1991,1716.9539
France,FRA,1992,1686.8058
France,FRA,1993,1610.5801
France,FRA,1994,1562.3165
France,FRA,1995,1608.3944
France,FRA,1996,1679.2292
France,FRA,1997,1642.9521
France,FRA,1998,1741.2222
France,FRA,1999,1732.6372
France,FRA,2000,1730.3064
France,FRA,2001,1723.0657
France,FRA,2002,1703.3439
France,FRA,2003,1738.0469
France,FRA,2004,1751.3274
France,FRA,2005,1744.2668
France,FRA,2006,1713.0304
France,FRA,2007,1678.6733
France,FRA,2008,1664.647
France,FRA,2009,1586.6134
France,FRA,2010,1613.4707
France,FRA,2011,1517.9016
France,FRA,2012,1513.171
France,FRA,2013,1516.7815
France,FRA,2014,1375.717
France,FRA,2015,1412.4532
France,FRA,2016,1432.8115
France,FRA,2017,1458.2302
France,FRA,2018,1408.24
France,FRA,2019,1388.4412
France,FRA,2020,1197.5148
France,FRA,2021,1296.5054
France,FRA,2022,1240.2965
France,FRA,2023,1166.8462
France,FRA,2024,1144.7241
Germany,DEU,1965,2921.022
Germany,DEU,1966,2924.4014
Germany,DEU,1967,2916.7146
Germany,DEU,1968,3115.4314
Germany,DEU,1969,3365.2188
Germany,DEU,1970,3537.806
Germany,DEU,1971,3582.9365
Germany,DEU,1972,3700.9019
Germany,DEU,1973,3904.6082
Germany,DEU,1974,3821.4084
Germany,DEU,1975,3642.042
Germany,DEU,1976,3888.0806
Germany,DEU,1977,3834.1592
Germany,DEU,1978,3969.184
Germany,DEU,1979,4176.2085
Germany,DEU,1980,4018.834
Germany,DEU,1981,3856.6355
Germany,DEU,1982,3687.1987
Germany,DEU,1983,3736.7585
Germany,DEU,1984,3811.1025
Germany,DEU,1985,3840.2314
Germany,DEU,1986,3824.398
Germany,DEU,1987,3824.256
Germany,DEU,1988,3796.1597
Germany,DEU,1989,3741.8384
Germany,DEU,1990,3703.8672
Germany,DEU,1991,3620.4028
Germany,DEU,1992,3497.78
Germany,DEU,1993,3492.7603
Germany,DEU,1994,3456.3516
Germany,DEU,1995,3462.4426
Germany,DEU,1996,3578.19
Germany,DEU,1997,3496.779
Germany,DEU,1998,3481.88
Germany,DEU,1999,3392.88
Germany,DEU,2000,3391.7764
Germany,DEU,2001,3460.3813
Germany,DEU,2002,3408.0566
Germany,DEU,2003,3405.0566
Germany,DEU,2004,3366.8105
Germany,DEU,2005,3308.2554
Germany,DEU,2006,3360.6174
Germany,DEU,2007,3214.1074
Germany,DEU,2008,3225.8838
Germany,DEU,2009,3018.4321
Germany,DEU,2010,3134.5288
Germany,DEU,2011,3032.6692
Germany,DEU,2012,3052.564
Germany,DEU,2013,3147.4043
Germany,DEU,2014,2963.1633
Germany,DEU,2015,2981.134
Germany,DEU,2016,3060.6611
Germany,DEU,2017,3122.243
Germany,DEU,2018,3002.1672
Germany,DEU,2019,2868.0757
Germany,DEU,2020,2609.1792
Germany,DEU,2021,2749.067
Germany,DEU,2022,2639.5503
Germany,DEU,2023,2380.9058
Germany,DEU,2024,2400.4922
Greece,GRC,1965,76.77763
Greece,GRC,1966,81.53448
Greece,GRC,1967,90.489136
Greece,GRC,1968,95.093155
Greece,GRC,1969,98.645256
Greece,GRC,1970,108.568054
Greece,GRC,1971,130.79077
Greece,GRC,1972,147.60062
Greece,GRC,1973,172.36023
Greece,GRC,1974,167.99796
Greece,GRC,1975,192.33133
Greece,GRC,1976,213.51767
Greece,GRC,1977,221.50679
Greece,GRC,1978,222.34714
Greece,GRC,1979,192.49188
Greece,GRC,1980,191.03922
Greece,GRC,1981,186.4432
Greece,GRC,1982,188.65334
Greece,GRC,1983,193.37943
Greece,GRC,1984,200.67473
Greece,GRC,1985,212.61618
Greece,GRC,1986,211.81425
Greece,GRC,1987,233.8569
Greece,GRC,1988,248.60136
Greece,GRC,1989,271.44846
Greece,GRC,1990,282.07565
Greece,GRC,1991,282.31268
Greece,GRC,1992,290.07733
Greece,GRC,1993,293.6408
Greece,GRC,1994,297.84558
Greece,GRC,1995,306.2551
Greece,GRC,1996,311.83127
Greece,GRC,1997,322.45828
Greece,GRC,1998,343.5748
Greece,GRC,1999,340.64413
Greece,GRC,2000,360.79834
Greece,GRC,2001,367.39154
Greece,GRC,2002,365.89545
Greece,GRC,2003,381.19785
Greece,GRC,2004,381.14084
Greece,GRC,2005,381.222
Greece,GRC,2006,388.89026
Greece,GRC,2007,405.32477
Greece,GRC,2008,394.57053
Greece,GRC,2009,372.62976
Greece,GRC,2010,347.6643
Greece,GRC,2011,347.52725
Greece,GRC,2012,319.955
Greece,GRC,2013,287.47495
Greece,GRC,2014,273.05402
Greece,GRC,2015,269.76617
Greece,GRC,2016,265.0514
Greece,GRC,2017,283.36322
Greece,GRC,2018,279.21423
Greece,GRC,2019,271.97693
Greece,GRC,2020,228.20757
Greece,GRC,2021,241.73769
Greece,GRC,2022,252.5953
Greece,GRC,2023,239.39244
Greece,GRC,2024,250.53793
High-income countries,,1965,28809.682
High-income countries,,1966,30229.963
High-income countries,,1967,31463.088
High-income countries,,1968,33578.35
High-income countries,,1969,35903.293
High-income countries,,1970,38010.02
High-income countries,,1971,38881.543
High-income countries,,1972,40846.23
High-income countries,,1973,43177.07
High-income countries,,1974,42057.066
High-income countries,,1975,40954.477
High-income countries,,1976,43393.855
High-income countries,,1977,44228.234
High-income countries,,1978,45213.836
High-income countries,,1979,46395.74
High-income countries,,1980,44844.902
High-income countries,,1981,43428.37
High-income countries,,1982,41828.863
High-income countries,,1983,41662.406
High-income countries,,1984,43197.83
High-income countries,,1985,52628.22
High-income countries,,1986,53265.793
High-income countries,,1987,54797.062
High-income countries,,1988,56469.805
High-income countries,,1989,57387.535
High-income countries,,1990,57435.453
High-income countries,,1991,57293.16
High-income countries,,1992,57458.184
High-income countries,,1993,57303.92
High-income countries,,1994,57659.203
High-income countries,,1995,58344.055
High-income countries,,1996,59794.562
High-income countries,,1997,59920.984
High-income countries,,1998,60060.32
High-income countries,,1999,60742.87
High-income countries,,2000,61866.875
High-income countries,,2001,61947.336
High-income countries,,2002,62482.71
High-income countries,,2003,63658.332
High-income countries,,2004,64772.32
High-income countries,,2005,65219.805
High-income countries,,2006,65458.68
High-income countries,,2007,66316.58
High-income countries,,2008,65633.664
High-income countries,,2009,61954.29
High-income countries,,2010,64709.016
High-income countries,,2011,64465.082
High-income countries,,2012,64274.03
High-income countries,,2013,64605.24
High-income countries,,2014,64158.97
High-income countries,,2015,64275.36
High-income countries,,2016,64489.703
High-income countries,,2017,64873.863
High-income countries,,2018,65751.98
High-income countries,,2019,64640.992
High-income countries,,2020,59291.332
High-income countries,,2021,62138.2
High-income countries,,2022,62705.543
High-income countries,,2023,61439.566
High-income countries,,2024,61913.22
Hong Kong,HKG,1965,26.302011
Hong Kong,HKG,1966,28.525822
Hong Kong,HKG,1967,33.692802
Hong Kong,HKG,1968,36.42809
Hong Kong,HKG,1969,42.79994
Hong Kong,HKG,1970,45.981674
Hong Kong,HKG,1971,48.559658
Hong Kong,HKG,1972,55.154087
Hong Kong,HKG,1973,57.202076
Hong Kong,HKG,1974,58.55752
Hong Kong,HKG,1975,55.127094
Hong Kong,HKG,1976,65.09097
Hong Kong,HKG,1977,70.283806
Hong Kong,HKG,1978,73.01685
Hong Kong,HKG,1979,74.76296
Hong Kong,HKG,1980,76.39583
Hong Kong,HKG,1981,81.409195
Hong Kong,HKG,1982,89.3503
Hong Kong,HKG,1983,94.74299
Hong Kong,HKG,1984,97.062775
Hong Kong,HKG,1985,100.76825
Hong Kong,HKG,1986,105.59091
Hong Kong,HKG,1987,116.0195
Hong Kong,HKG,1988,133.64908
Hong Kong,HKG,1989,142.85947
Hong Kong,HKG,1990,139.35774
Hong Kong,HKG,1991,144.3894
Hong Kong,HKG,1992,169.92892
Hong Kong,HKG,1993,185.5023
Hong Kong,HKG,1994,168.0929
Hong Kong,HKG,1995,180.68063
Hong Kong,HKG,1996,180.59102
Hong Kong,HKG,1997,182.6931
Hong Kong,HKG,1998,186.23376
Hong Kong,HKG,1999,188.62175
Hong Kong,HKG,2000,197.47531
Hong Kong,HKG,2001,249.42023
Hong Kong,HKG,2002,243.43253
Hong Kong,HKG,2003,251.40543
Hong Kong,HKG,2004,281.52695
Hong Kong,HKG,2005,270.09045
Hong Kong,HKG,2006,285.7505
Hong Kong,HKG,2007,304.01202
Hong Kong,HKG,2008,282.851
Hong Kong,HKG,2009,308.85526
Hong Kong,HKG,2010,321.00287
Hong Kong,HKG,2011,328.87753
Hong Kong,HKG,2012,316.29422
Hong Kong,HKG,2013,324.50372
Hong Kong,HKG,2014,316.7262
Hong Kong,HKG,2015,325.77872
Hong Kong,HKG,2016,334.35904
Hong Kong,HKG,2017,358.58392
Hong Kong,HKG,2018,362.69464
Hong Kong,HKG,2019,343.66556
Hong Kong,HKG,2020,256.7388
Hong Kong,HKG,2021,242.06444
Hong Kong,HKG,2022,215.35786
Hong Kong,HKG,2023,248.5568
Hong Kong,HKG,2024,270.01178
Hungary,HUN,1965,184.75363
Hungary,HUN,1966,187.16714
Hungary,HUN,1967,178.64996
Hungary,HUN,1968,185.34271
Hungary,HUN,1969,198.48154
Hungary,HUN,1970,213.87947
Hungary,HUN,1971,220.81313
Hungary,HUN,1972,227.95273
Hungary,HUN,1973,246.8954
Hungary,HUN,1974,254.52193
Hungary,HUN,1975,269.23694
Hungary,HUN,1976,287.66684
Hungary,HUN,1977,302.53906
Hungary,HUN,1978,323.6296
Hungary,HUN,1979,320.44
Hungary,HUN,1980,321.5076
Hungary,HUN,1981,318.08426
Hungary,HUN,1982,319.52356
Hungary,HUN,1983,307.00458
Hungary,HUN,1984,311.79596
Hungary,HUN,1985,314.53577
Hungary,HUN,1986,310.3033
Hungary,HUN,1987,314.98105
Hungary,HUN,1988,300.00616
Hungary,HUN,1989,290.02203
Hungary,HUN,1990,283.7129
Hungary,HUN,1991,262.30322
Hungary,HUN,1992,249.41486
Hungary,HUN,1993,239.07959
Hungary,HUN,1994,243.10071
Hungary,HUN,1995,246.34079
Hungary,HUN,1996,251.241
Hungary,HUN,1997,244.7549
Hungary,HUN,1998,249.24669
Hungary,HUN,1999,248.59744
Hungary,HUN,2000,239.8325
Hungary,HUN,2001,247.04904
Hungary,HUN,2002,241.12794
Hungary,HUN,2003,252.71706
Hungary,HUN,2004,253.05676
Hungary,HUN,2005,264.1358
Hungary,HUN,2006,260.493
Hungary,HUN,2007,252.03384
Hungary,HUN,2008,244.67545
Hungary,HUN,2009,220.37941
Hungary,HUN,2010,224.50963
Hungary,HUN,2011,217.82355
Hungary,HUN,2012,199.77081
Hungary,HUN,2013,187.81438
Hungary,HUN,2014,185.84885
Hungary,HUN,2015,198.32664
Hungary,HUN,2016,202.30748
Hungary,HUN,2017,215.8848
Hungary,HUN,2018,217.81223
Hungary,HUN,2019,217.75838
Hungary,HUN,2020,210.90404
Hungary,HUN,2021,221.13988
Hungary,HUN,2022,202.7488
Hungary,HUN,2023,186.74872
Hungary,HUN,2024,186.58542
Iceland,ISL,1965,5.6884866
Iceland,ISL,1966,6.1071362
Iceland,ISL,1967,5.914564
Iceland,ISL,1968,6.3032904
Iceland,ISL,1969,5.7734556
Iceland,ISL,1970,5.891646
Iceland,ISL,1971,6.4106994
Iceland,ISL,1972,6.8648696
Iceland,ISL,1973,7.9447355
Iceland,ISL,1974,7.4140596
Iceland,ISL,1975,6.963117
Iceland,ISL,1976,6.995831
Iceland,ISL,1977,7.3161564
Iceland,ISL,1978,7.708728
Iceland,ISL,1979,7.666093
Iceland,ISL,1980,7.206591
Iceland,ISL,1981,7.2108116
Iceland,ISL,1982,6.5975738
Iceland,ISL,1983,6.587667
Iceland,ISL,1984,7.0614614
Iceland,ISL,1985,7.093076
Iceland,ISL,1986,7.286754
Iceland,ISL,1987,7.6183777
Iceland,ISL,1988,7.9369497
Iceland,ISL,1989,8.489046
Iceland,ISL,1990,8.602877
Iceland,ISL,1991,8.147545
Iceland,ISL,1992,8.554433
Iceland,ISL,1993,8.872781
Iceland,ISL,1994,8.972947
Iceland,ISL,1995,9.134002
Iceland,ISL,1996,10.112203
Iceland,ISL,1997,9.964474
Iceland,ISL,1998,10.112937
Iceland,ISL,1999,10.212201
Iceland,ISL,2000,10.698216
Iceland,ISL,2001,10.200827
Iceland,ISL,2002,10.558629
Iceland,ISL,2003,10.637617
Iceland,ISL,2004,11.129196
Iceland,ISL,2005,11.2562
Iceland,ISL,2006,11.453036
Iceland,ISL,2007,11.569497
Iceland,ISL,2008,10.640057
Iceland,ISL,2009,9.860662
Iceland,ISL,2010,9.542615
Iceland,ISL,2011,9.428262
Iceland,ISL,2012,9.363356
Iceland,ISL,2013,9.902571
Iceland,ISL,2014,10.067502
Iceland,ISL,2015,10.999993
Iceland,ISL,2016,12.187074
Iceland,ISL,2017,13.438395
Iceland,ISL,2018,14.440815
Iceland,ISL,2019,12.403625
Iceland,ISL,2020,8.271175
Iceland,ISL,2021,9.62678
Iceland,ISL,2022,11.700956
Iceland,ISL,2023,11.912292
Iceland,ISL,2024,12.601158
India,IND,1965,562.775
India,IND,1966,579.22833
India,IND,1967,592.2043
India,IND,1968,627.5498
India,IND,1969,693.5151
India,IND,1970,670.0288
India,IND,1971,692.9109
India,IND,1972,737.42224
India,IND,1973,745.7451
India,IND,1974,800.70306
India,IND,1975,848.6299
India,IND,1976,889.2078
India,IND,1977,939.18286
India,IND,1978,948.44336
India,IND,1979,1016.1242
India,IND,1980,1047.7122
India,IND,1981,1167.5795
India,IND,1982,1182.495
India,IND,1983,1254.2588
India,IND,1984,1330.7185
India,IND,1985,1418.2611
India,IND,1986,1525.8998
India,IND,1987,1642.9736
India,IND,1988,1783.563
India,IND,1989,1944.6183
India,IND,1990,2086.0107
India,IND,1991,2193.0867
India,IND,1992,2326.79
India,IND,1993,2388.339
India,IND,1994,2504.123
India,IND,1995,2713.7434
India,IND,1996,2848.561
India,IND,1997,3009.7446
India,IND,1998,3162.5955
India,IND,1999,3257.3604
India,IND,2000,3442.303
India,IND,2001,3462.3264
India,IND,2002,3602.5764
India,IND,2003,3739.9463
India,IND,2004,3977.0764
India,IND,2005,4249.498
India,IND,2006,4440.6763
India,IND,2007,4815.8564
India,IND,2008,5139.8975
India,IND,2009,5566.1367
India,IND,2010,5786.5786
India,IND,2011,6017.4873
India,IND,2012,6396.4785
India,IND,2013,6565.5776
India,IND,2014,7011.583
India,IND,2015,7264.577
India,IND,2016,7609.864
India,IND,2017,7861.3516
India,IND,2018,8266.076
India,IND,2019,8373.468
India,IND,2020,7856.1255
India,IND,2021,8565.351
India,IND,2022,8948.373
India,IND,2023,9696.803
India,IND,2024,10111.388
Indonesia,IDN,1965,79.1189
Indonesia,IDN,1966,76.8785
Indonesia,IDN,1967,75.01718
Indonesia,IDN,1968,78.68955
Indonesia,IDN,1969,89.606026
Indonesia,IDN,1970,94.58033
Indonesia,IDN,1971,97.82478
Indonesia,IDN,1972,104.421036
Indonesia,IDN,1973,117.273766
Indonesia,IDN,1974,125.50778
Indonesia,IDN,1975,154.57945
Indonesia,IDN,1976,164.83072
Indonesia,IDN,1977,216.87085
Indonesia,IDN,1978,246.13062
Indonesia,IDN,1979,280.32062
Indonesia,IDN,1980,301.86047
Indonesia,IDN,1981,323.9159
Indonesia,IDN,1982,330.00012
Indonesia,IDN,1983,347.6607
Indonesia,IDN,1984,382.74515
Indonesia,IDN,1985,404.804
Indonesia,IDN,1986,427.85284
Indonesia,IDN,1987,451.94354
Indonesia,IDN,1988,476.51855
Indonesia,IDN,1989,526.29944
Indonesia,IDN,1990,577.78107
Indonesia,IDN,1991,628.0453
Indonesia,IDN,1992,685.2572
Indonesia,IDN,1993,734.45264
Indonesia,IDN,1994,771.4894
Indonesia,IDN,1995,839.4823
Indonesia,IDN,1996,900.4041
Indonesia,IDN,1997,987.608
Indonesia,IDN,1998,955.59766
Indonesia,IDN,1999,1045.11
Indonesia,IDN,2000,1120.7551
Indonesia,IDN,2001,1195.4318
Indonesia,IDN,2002,1234.5375
Indonesia,IDN,2003,1347.7485
Indonesia,IDN,2004,1330.411
Indonesia,IDN,2005,1367.98
Indonesia,IDN,2006,1395.4698
Indonesia,IDN,2007,1495.4548
Indonesia,IDN,2008,1509.4739
Indonesia,IDN,2009,1549.363
Indonesia,IDN,2010,1663.9152
Indonesia,IDN,2011,1774.5859
Indonesia,IDN,2012,1870.2937
Indonesia,IDN,2013,1743.6487
Indonesia,IDN,2014,1771.8632
Indonesia,IDN,2015,1823.6007
Indonesia,IDN,2016,1777.4062
Indonesia,IDN,2017,1916.0562
Indonesia,IDN,2018,1964.019
Indonesia,IDN,2019,2063.5376
Indonesia,IDN,2020,1895.2218
Indonesia,IDN,2021,1957.7019
Indonesia,IDN,2022,2472.9053
Indonesia,IDN,2023,2491.822
Indonesia,IDN,2024,2663.0469
Iran,IRN,1965,92.20692
Iran,IRN,1966,100.57436
Iran,IRN,1967,110.770676
Iran,IRN,1968,121.92544
Iran,IRN,1969,133.9468
Iran,IRN,1970,158.70999
Iran,IRN,1971,174.00053
Iran,IRN,1972,195.86758
Iran,IRN,1973,237.70224
Iran,IRN,1974,269.8102
Iran,IRN,1975,315.50793
Iran,IRN,1976,355.12585
Iran,IRN,1977,403.2174
Iran,IRN,1978,387.3108
Iran,IRN,1979,422.05173
Iran,IRN,1980,389.55026
Iran,IRN,1981,389.51578
Iran,IRN,1982,441.03876
Iran,IRN,1983,527.59705
Iran,IRN,1984,572.86237
Iran,IRN,1985,626.4981
Iran,IRN,1986,582.4267
Iran,IRN,1987,623.6481
Iran,IRN,1988,635.19604
Iran,IRN,1989,701.069
Iran,IRN,1990,789.45746
Iran,IRN,1991,863.6488
Iran,IRN,1992,946.2077
Iran,IRN,1993,869.60223
Iran,IRN,1994,988.3537
Iran,IRN,1995,1033.3331
Iran,IRN,1996,1124.8204
Iran,IRN,1997,1168.5665
Iran,IRN,1998,1213.3647
Iran,IRN,1999,1316.257
Iran,IRN,2000,1385.2795
Iran,IRN,2001,1479.9331
Iran,IRN,2002,1602.8936
Iran,IRN,2003,1628.3081
Iran,IRN,2004,1797.4377
Iran,IRN,2005,1898.7262
Iran,IRN,2006,2067.248
Iran,IRN,2007,2202.8115
Iran,IRN,2008,2301.9155
Iran,IRN,2009,2359.8765
Iran,IRN,2010,2429.434
Iran,IRN,2011,2523.7039
Iran,IRN,2012,2534.887
Iran,IRN,2013,2622.5981
Iran,IRN,2014,2736.4995
Iran,IRN,2015,2717.7468
Iran,IRN,2016,2862.0398
Iran,IRN,2017,2958.9275
Iran,IRN,2018,3075.7815
Iran,IRN,2019,3188.3362
Iran,IRN,2020,3339.917
Iran,IRN,2021,3325.6846
Iran,IRN,2022,3432.5476
Iran,IRN,2023,3515.3174
Iran,IRN,2024,3517.0247
Iraq,IRQ,1965,22.795801
Iraq,IRQ,1966,25.097502
Iraq,IRQ,1967,25.306927
Iraq,IRQ,1968,26.839622
Iraq,IRQ,1969,31.049187
Iraq,IRQ,1970,38.64763
Iraq,IRQ,1971,42.26764
Iraq,IRQ,1972,49.61177
Iraq,IRQ,1973,48.50393
Iraq,IRQ,1974,47.161148
Iraq,IRQ,1975,51.476006
Iraq,IRQ,1976,65.08444
Iraq,IRQ,1977,67.88548
Iraq,IRQ,1978,71.67575
Iraq,IRQ,1979,89.317535
Iraq,IRQ,1980,99.3009
Iraq,IRQ,1981,92.92709
Iraq,IRQ,1982,96.34396
Iraq,IRQ,1983,110.92636
Iraq,IRQ,1984,123.0722
Iraq,IRQ,1985,141.43805
Iraq,IRQ,1986,163.21294
Iraq,IRQ,1987,186.95595
Iraq,IRQ,1988,217.71309
Iraq,IRQ,1989,248.22908
Iraq,IRQ,1990,223.9521
Iraq,IRQ,1991,143.67262
Iraq,IRQ,1992,222.62425
Iraq,IRQ,1993,298.08728
Iraq,IRQ,1994,339.56055
Iraq,IRQ,1995,335.6366
Iraq,IRQ,1996,337.90216
Iraq,IRQ,1997,403.75113
Iraq,IRQ,1998,299.40485
Iraq,IRQ,1999,218.71585
Iraq,IRQ,2000,313.16058
Iraq,IRQ,2001,349.52173
Iraq,IRQ,2002,329.229
Iraq,IRQ,2003,290.22968
Iraq,IRQ,2004,309.44012
Iraq,IRQ,2005,294.25446
Iraq,IRQ,2006,285.43143
Iraq,IRQ,2007,289.249
Iraq,IRQ,2008,337.64008
Iraq,IRQ,2009,331.5766
Iraq,IRQ,2010,382.23218
Iraq,IRQ,2011,395.72232
Iraq,IRQ,2012,429.24768
Iraq,IRQ,2013,472.76068
Iraq,IRQ,2014,469.35928
Iraq,IRQ,2015,464.30847
Iraq,IRQ,2016,495.50528
Iraq,IRQ,2017,592.5177
Iraq,IRQ,2018,616.88416
Iraq,IRQ,2019,653.7476
Iraq,IRQ,2020,582.84717
Iraq,IRQ,2021,608.6928
Iraq,IRQ,2022,672.11206
Iraq,IRQ,2023,713.25854
Iraq,IRQ,2024,732.2141
Ireland,IRL,1965,64.87755
Ireland,IRL,1966,73.29598
Ireland,IRL,1967,79.796646
Ireland,IRL,1968,93.562546
Ireland,IRL,1969,94.43011
Ireland,IRL,1970,73.43088
Ireland,IRL,1971,77.35795
Ireland,IRL,1972,81.09778
Ireland,IRL,1973,85.47801
Ireland,IRL,1974,86.56199
Ireland,IRL,1975,81.59778
Ireland,IRL,1976,83.12335
Ireland,IRL,1977,88.26243
Ireland,IRL,1978,92.04834
Ireland,IRL,1979,101.344666
Ireland,IRL,1980,97.94836
Ireland,IRL,1981,95.44615
Ireland,IRL,1982,94.91472
Ireland,IRL,1983,93.573235
Ireland,IRL,1984,92.82806
Ireland,IRL,1985,97.06178
Ireland,IRL,1986,104.785965
Ireland,IRL,1987,106.69021
Ireland,IRL,1988,105.61972
Ireland,IRL,1989,109.409096
Ireland,IRL,1990,115.8253
Ireland,IRL,1991,120.25574
Ireland,IRL,1992,120.5881
Ireland,IRL,1993,123.31961
Ireland,IRL,1994,128.1589
Ireland,IRL,1995,131.4651
Ireland,IRL,1996,138.77411
Ireland,IRL,1997,143.31888
Ireland,IRL,1998,153.32564
Ireland,IRL,1999,162.19197
Ireland,IRL,2000,169.8223
Ireland,IRL,2001,180.1255
Ireland,IRL,2002,177.30067
Ireland,IRL,2003,173.52893
Ireland,IRL,2004,176.31061
Ireland,IRL,2005,182.75717
Ireland,IRL,2006,187.19153
Ireland,IRL,2007,189.12663
